Ticker,2023-12-29
AMSC,11.140000343322754
DIS,88.50013732910156
ARQT,3.2300000190734863
CAPR,4.889999866485596
USTB,44.46988677978516
WVE,5.050000190734863
RYTM,45.970001220703125
SUPN,28.940000534057617
COO,94.61000061035156
COGT,5.880000114440918
TT,239.13946533203125
MLI,45.8774299621582
EQR,55.767127990722656
NI,24.74493980407715
GOOG,139.78237915039062
CVS,72.0884017944336
AVNS,22.43000030517578
ALGN,274.0
GILD,75.2852783203125
TEL,136.04168701171875
HQY,66.30000305175781
DPZ,398.4299621582031
BDX,191.69024658203125
APD,258.1552429199219
MPC,141.5299835205078
PRIM,32.91424560546875
SBUX,90.56542205810548
TRMB,53.20000076293945
INSM,30.989999771118164
GOOGL,138.544921875
WSM,97.4667739868164
PTON,6.090000152587891
HCSG,10.369999885559082
GPC,129.17562866210938
GEO,10.829999923706056
ISRG,337.3599853515625
TTWO,160.9499969482422
DHI,148.54225158691406
CMG,45.739200592041016
VECO,31.030000686645508
CTAS,147.9062042236328
MRK,101.52635192871094
PCG,17.782283782958984
PRA,13.789999961853027
SRRK,18.799999237060547
PODD,216.97999572753903
OUST,7.670000076293945
OKE,62.68518829345703
MOH,361.30999755859375
CMI,228.71731567382807
EXC,32.972171783447266
MD,9.300000190734863
WWW,8.416913032531738
KYMR,25.459999084472656
ACMR,19.540000915527344
CBRE,93.08999633789062
MGY,20.168188095092773
MCK,458.4947204589844
LIN,399.0297546386719
LIVN,51.7400016784668
PEG,56.92960739135742
DYN,13.300000190734863
BRK-B,356.6600036621094
CNC,74.20999908447266
APH,48.67830276489258
PAGS,12.101287841796877
ZWS,28.788463592529297
FEMB,25.534080505371094
PSX,123.24114227294922
CDP,23.240108489990234
GTLS,136.3300018310547
TER,107.56243133544922
AVNT,39.06735610961914
LUV,27.50349235534668
TEAM,237.8600006103516
AMCR,44.0743408203125
META,351.20391845703125
EMB,79.06864166259766
TPH,35.400001525878906
SBAC,242.3800811767578
TJX,91.13899993896484
DHT,8.505207061767578
TGT,131.13853454589844
IGSB,46.57140350341797
TGTX,17.079999923706055
DD,30.78400230407715
BIIB,258.7699890136719
RVLV,16.579999923706055
BBIO,40.369998931884766
AMZN,151.94000244140625
AEP,74.8214111328125
MAR,220.7015838623047
HP,32.94648742675781
ESNT,50.85183334350586
AXON,258.3299865722656
APTV,89.72000122070312
GE,100.47213745117188
ATEN,12.744668960571287
ELV,453.6773376464844
CARG,24.15999984741211
IRM,65.14137268066406
HISF,40.31776809692383
VRDN,21.780000686645508
TSLA,248.47999572753903
ADPT,4.900000095367432
AHCO,7.289999961853027
HYXF,39.4591178894043
RLAY,11.010000228881836
USIG,46.26139831542969
ZD,67.19000244140625
SSRM,10.760000228881836
HNI,39.16057586669922
ITRI,75.51000213623047
WHD,44.3266830444336
COST,651.9501342773438
INOD,8.140000343322754
EFX,243.2346649169922
FE,33.39586639404297
ICHR,33.630001068115234
POOL,385.0039978027344
CHD,92.06866455078124
KBH,60.35832977294922
SKOR,43.06510543823242
PAYO,5.210000038146973
RMBS,68.25
SIG,104.50946807861328
SONO,17.139999389648438
VZ,32.02249526977539
BG,94.25035095214844
COHU,35.38999938964844
HLT,181.08506774902344
NMRK,10.73966121673584
BKD,5.820000171661377
EXLS,30.850000381469727
VIAV,10.06999969482422
PENG,18.93000030517578
MCO,383.7090759277344
OPCH,33.689998626708984
GH,27.049999237060547
OCUL,4.460000038146973
ACHR,6.139999866485596
BBY,70.13549041748047
CCI,101.96200561523438
LNTH,62.0
NEO,16.18000030517578
MOD,59.70000076293945
RIOT,15.470000267028809
EQT,37.42131042480469
FDX,241.17433166503903
AMP,368.8624267578125
SWKS,103.6369400024414
BKH,48.85458755493164
SMCI,28.426000595092773
HYLS,36.00748825073242
RVMD,28.68000030517578
FSLY,17.799999237060547
ADTN,7.340000152587891
AJG,220.29161071777344
CF,75.28424072265625
LAUR,13.710000038146973
HPE,15.99586009979248
VSEC,64.01921081542969
ALL,133.7955322265625
ENPH,132.13999938964844
ASGN,96.16999816894533
TTMI,15.8100004196167
KTOS,20.290000915527344
BRO,70.0731430053711
GD,247.2404022216797
MRNA,99.4499969482422
SLNO,40.25
CNR,99.41779327392578
AAPL,190.55047607421875
ACLS,129.69000244140625
GLD,191.1699981689453
TSN,49.808475494384766
AOS,79.10245513916016
PRU,93.06224060058594
CRH,67.29680633544922
BGC,7.087967395782471
TROW,96.47562408447266
PHAT,9.130000114440918
XOM,92.64179229736328
AVPT,8.210000038146973
KLAC,570.5531005859375
PPG,141.90415954589844
MSTR,63.1619987487793
PFG,72.49612426757812
CSCO,47.187801361083984
PCAR,91.23932647705078
VIR,10.0600004196167
SYRE,21.520000457763672
POWL,29.14405059814453
BLDR,166.94000244140625
PARR,36.369998931884766
CTSH,72.77842712402344
ETN,234.12548828125
DOW,47.79286575317383
AZTA,65.13999938964844
IVZ,16.11773681640625
CBOE,174.98956298828125
VSH,22.769105911254883
PANW,147.44000244140625
SO,64.93121337890625
CDE,3.259999990463257
NEE,56.84832382202149
AVB,172.9015655517578
TE,1.870000004768372
KOD,3.039999961853028
FFIV,178.97999572753906
LRCX,76.74165344238281
BAX,36.88945388793945
CYTK,83.48999786376953
INTC,49.58590316772461
PFE,24.8840274810791
MAA,120.80603790283205
XENE,46.060001373291016
SGRY,31.989999771118164
EMR,93.56877136230467
DXCM,124.08999633789062
BR,198.25099182128903
ECVT,9.770000457763672
AZN,127.7646255493164
EMN,82.05345916748047
OII,21.280000686645508
GM,35.103084564208984
GLW,28.97518539428711
CAH,97.48933410644533
UPWK,14.869999885559082
LEN,139.43304443359375
ASML,742.8048706054688
LHX,201.81846618652344
IP,32.96427917480469
MKC,65.19111633300781
MC,51.236907958984375
SHOO,39.84720230102539
XEL,57.311798095703125
JNJ,146.63790893554688
PPL,25.168275833129883
SUSC,21.097148895263672
APA,32.63604736328125
BORR,6.783200263977051
PBI,4.08411169052124
SBH,13.279999732971191
NXPI,220.53619384765625
ADM,66.58512115478516
DNLI,21.459999084472656
MIRM,29.520000457763672
ALLE,123.43221282958984
RMD,168.5337371826172
QLYS,196.27999877929688
RTX,80.43789672851562
PWR,215.22772216796875
MTCH,35.23209381103516
AVGO,108.92662048339844
PTCT,27.559999465942383
NWSA,24.090953826904297
PHM,101.48997497558594
EPAM,297.3399963378906
LKQ,44.48334503173828
ESRT,9.326106071472168
PLTR,17.170000076293945
WTW,234.79681396484372
HLF,15.260000228881836
DDOG,121.37999725341795
TXG,55.959999084472656
LOW,213.1473388671875
FALN,22.902250289916992
GIS,58.29214096069336
STE,215.57884216308597
PCVX,62.79999923706055
SLQD,44.97997283935547
PDD,146.30999755859375
HLIT,13.039999961853027
CALY,14.34000015258789
DAL,39.22272872924805
PKG,154.05850219726562
BCRX,5.989999771118164
TXT,80.24701690673828
BF-B,53.88511276245117
AFL,78.60546875
HRL,28.954395294189453
PBF,40.6440315246582
CB,220.9259490966797
PM,85.76629638671875
EVLV,4.71999979019165
HWM,53.78128433227539
HRMY,32.29999923706055
MLKN,24.70941162109375
RSI,4.489999771118164
PTC,174.9600067138672
REAL,2.009999990463257
PRKS,52.83000183105469
DUK,89.21884155273438
RSG,160.8948974609375
LYB,80.85501098632812
IFF,77.29036712646484
TAP,56.64055633544922
SNPS,514.9099731445312
ACAD,31.309999465942383
NVCR,14.93000030517578
ADNT,36.36000061035156
HL,4.763133049011231
QCOM,137.8426055908203
WGS,2.75
BSX,57.810001373291016
CCOI,67.2945556640625
LDOS,105.7451400756836
CARR,55.95579528808594
WKC,21.39691734313965
SMPL,39.59999847412109
ADSK,243.47999572753903
TTD,71.95999908447266
EA,135.32388305664062
UBER,61.56999969482422
BFLY,1.0800000429153442
CWK,10.800000190734863
KIM,19.20802497863769
ETR,46.97421646118164
RIG,6.349999904632568
PSA,278.6094055175781
AGIO,22.270000457763672
CMC,48.44057083129883
CMS,54.121826171875
ADEA,11.97884750366211
SPGI,432.90179443359375
STEP,30.194623947143555
PYPL,61.08342361450195
PAYC,203.0327606201172
VLO,121.7245101928711
OMC,80.1108627319336
VSAT,27.950000762939453
MOS,33.34598159790039
LASR,13.5
UTI,12.520000457763672
AMD,147.41000366210938
CI,287.0932922363281
IBKR,20.46755790710449
MDT,76.5985107421875
VRTX,406.8900146484375
UNH,501.9930114746094
AKAM,118.3499984741211
ADMA,4.519999980926514
BTU,23.56989288330078
HUBG,44.69058227539063
PGNY,37.18000030517578
IDYA,35.58000183105469
SHAK,74.12000274658203
SWK,89.4544906616211
ODFL,199.8933868408203
ARE,111.97982025146484
QTWO,43.40999984741211
DOV,150.058837890625
DASH,98.88999938964844
HLNE,109.55233764648438
VCYT,27.51000022888184
ADBE,596.5999755859375
FOXA,28.795991897583008
BKR,32.49884414672852
FDS,464.79986572265625
ABNB,136.13999938964844
HYZD,18.863454818725582
CXW,14.529999732971191
HSY,174.2394561767578
DECK,111.40499877929688
GNRC,129.24000549316406
AIG,64.56140899658203
SHOP,77.9000015258789
KLIC,52.4923095703125
IMNM,10.699999809265137
BLK,772.6390991210938
PTGX,22.93000030517578
DLR,125.73167419433594
PII,85.91671752929688
ZBH,119.15798950195312
MSFT,369.6719055175781
NOW,141.29800415039062
ANET,58.87749862670898
TECH,76.2916030883789
ISTB,43.45247650146485
INVA,16.040000915527344
LNT,47.52116394042969
CLMT,17.8700008392334
PLAB,31.3700008392334
VTRS,9.815592765808104
NSC,225.28211975097656
TTI,4.519999980926514
PH,450.4405212402344
AUPH,8.989999771118164
WAT,329.2300109863281
LDSF,17.0074520111084
NDAQ,56.45323181152344
MHK,103.5
DLTR,142.0500030517578
WMB,31.99100112915039
CPRX,16.809999465942383
GKOS,79.48999786376953
ROST,135.2419891357422
VCLT,71.17166137695312
EYPT,23.11000061035156
EXPD,124.16056823730467
WDAY,276.0599975585937
ECL,193.908203125
PNR,70.98435974121094
VRNS,45.27999877929688
HSIC,75.70999908447266
FOLD,14.1899995803833
MCHP,84.97855377197266
ON,83.52999877929688
V,256.0249328613281
EXR,145.4199981689453
FAST,30.84175109863281
RDNT,34.77000045776367
GPN,123.9723663330078
WAB,125.48725128173828
MMSI,75.95999908447266
IR,77.18069458007812
ANGL,24.98147773742676
CORT,32.47999954223633
FTV,54.95050048828125
YUM,125.10086822509766
CVNA,52.93999862670898
AMBA,61.290000915527344
UHS,151.04173278808594
IEX,210.37147521972656
MDLZ,67.77084350585938
PUMP,8.380000114440918
VCIT,73.3614273071289
XPRO,15.920000076293944
TDW,72.11000061035156
PRMB,14.017328262329102
WERN,40.737674713134766
ARDX,6.199999809265137
NEM,39.62937927246094
FTNT,58.52999877929688
HCA,266.1864013671875
CRC,51.09687042236328
FLR,39.16999816894531
ATO,109.80843353271484
HPP,64.00133514404297
NOC,451.0934448242188
SPSC,193.83999633789065
ACGL,70.62322998046875
MU,84.66382598876953
DGX,131.29771423339844
D,42.2357063293457
OTIS,86.1156997680664
AAOI,19.31999969482422
FSLR,172.27999877929688
DBRG,17.4156494140625
VRSN,203.42190551757807
TDS,17.94995880126953
MUR,38.855560302734375
URGN,15.0
PWP,11.830440521240234
MGNI,9.34000015258789
SM,36.21146774291992
CSX,33.5517578125
CTRA,23.693025588989254
REG,61.200927734375
RAMP,37.880001068115234
HUM,444.19573974609375
KKR,81.72010040283203
ACIW,30.600000381469727
PSKY,14.23037052154541
FIS,57.17108154296875
CRS,69.89879608154297
CHRW,81.99052429199219
DNOW,11.31999969482422
KDP,30.97091293334961
DG,128.80691528320312
HST,17.310880661010742
MO,34.093318939208984
AME,162.50364685058594
ROP,536.364501953125
SJM,115.90145111083984
STNE,18.030000686645508
EOG,111.65596771240234
XYZ,77.3499984741211
NUE,168.1874237060547
STZ,230.52088928222656
ACN,337.6336975097656
MRVL,59.83543014526367
AGZD,20.015609741210938
LUMN,1.830000042915344
YELP,47.34000015258789
GRMN,123.85259246826172
SANM,51.369998931884766
LXU,9.3100004196167
ABBV,142.1219024658203
VTR,46.56011199951172
VMC,223.3212738037109
HAL,34.21297073364258
RDN,26.67120361328125
CRNX,35.58000183105469
POR,39.096317291259766
DEI,12.802239418029783
BA,260.6600036621094
CDNS,272.3699951171875
ORLY,63.33866882324219
CWST,85.45999908447266
OPEN,4.480000019073486
MDB,408.8500061035156
XYL,111.39833068847656
FIVN,78.69000244140625
VWOB,55.64546203613281
ICE,125.03758239746094
WBD,11.380000114440918
ORIC,9.199999809265137
O,50.65458297729492
VCSH,70.40776824951172
HLX,10.279999732971191
ARES,111.31535339355467
LEG,24.57274436950684
TMO,526.9633178710938
CPRT,49.0
AEIS,108.18392181396484
DOC,17.1108455657959
SUSB,22.2910099029541
CRL,236.3999938964844
TENB,46.060001373291016
BALL,55.77457046508789
ADI,191.48068237304688
AVAV,126.04000091552734
ED,84.27827453613281
MXL,23.770000457763672
MTH,82.89894104003906
COP,108.28990173339844
TKO,80.24095916748047
OLMA,14.029999732971191
NEOG,20.11000061035156
JCI,55.832305908203125
SYK,293.2104797363281
GLNG,21.493919372558597
BX,122.4047622680664
AON,286.86395263671875
SLV,21.780000686645508
PAYX,110.9238052368164
HCC,59.72548675537109
NKE,103.60147094726562
CRI,67.6971206665039
ASO,64.63501739501953
DVN,42.3548698425293
WELL,86.2660903930664
RVTY,108.65594482421876
KMT,24.009502410888672
EPC,34.9073600769043
UPS,138.4182586669922
BKNG,139.28672790527344
SMTC,21.90999984741211
APPN,37.65999984741211
STAA,31.209999084472656
PGR,145.7646026611328
J,105.2048110961914
MCD,281.3245544433594
INCY,62.790000915527344
HPQ,27.427305221557617
TDOC,21.549999237060547
